,amount,start_id,end_id
339,4413017.49320839,BL04,BL16
340,2459440.3757364005,BL04,BL17
341,7236784.714896914,BL04,BL18
342,1260461.8633408064,BL04,BL19
343,1168942.5269820038,BL04,BL20
344,1001486.9543054696,BL04,BL21
345,886433.9834391959,BL04,BL22
346,1873301.415955643,BL04,BL23
347,741424.9763741569,BL04,BR01
348,147172.07897404494,BL04,BR02
349,65231.547489638324,BL04,BR03
350,403718.7179218034,BL04,BR04
351,103934.83662734597,BL04,BR05
352,186322.8435042348,BL04,BR06
353,524254.2625058403,BL04,BR07
354,728437.6078120968,BL04,BR08
355,921708.8064786685,BL04,BR09
356,2139650.4494565097,BL04,BR11
357,777881.249168375,BL04,BR12
358,485373.0834101322,BL04,BR13
359,366393.4787760629,BL04,BR14
360,810992.0991481352,BL04,BR15
361,685383.0661390632,BL04,BR16
362,527154.3319004652,BL04,BR17
363,166770.33896925717,BL04,BR18
364,331904.7296662363,BL04,BR19
365,165321.83771731792,BL04,BR20
366,220434.70271447694,BL04,BR21
367,258389.8341905356,BL04,BR22
368,141497.38690895558,BL04,BR23
369,642023.8647903203,BL04,G01
370,306144.68625958863,BL04,G02
371,503508.84051958134,BL04,G03
372,110528.03253738854,BL04,G03A
373,710893.4228982499,BL04,G04
374,587534.1454118249,BL04,G05
375,323719.9032259874,BL04,G06
376,2137349.4071858786,BL04,G07
377,1144679.2923691145,BL04,G08
378,1500154.7608898252,BL04,G09
379,1871063.484401308,BL04,G10
380,528203.3947268177,BL04,G11
381,1124212.4325451849,BL04,G13
382,3187138.585962003,BL04,G14
383,2201305.606949511,BL04,G15
384,1985627.3207604063,BL04,G17
385,1522328.1410426237,BL04,G18
386,1068457.4768624364,BL04,G19
387,393282.49798694754,BL04,O01
388,246033.14946772173,BL04,O02
389,540969.2391878018,BL04,O03
390,751482.8006302364,BL04,O04
391,968052.8885121346,BL04,O06
392,1725849.3532563497,BL04,O09
393,820087.3768527281,BL04,O10
394,1110107.4103495462,BL04,O11
395,351876.4705300851,BL04,O12
396,361554.7678311606,BL04,O13
397,274789.54180001473,BL04,O14
398,152736.01661067904,BL04,O15
399,79456.76253637284,BL04,O16
400,74647.22622396918,BL04,O17
401,111857.53998954396,BL04,O18
402,93640.25634082066,BL04,O19
403,78654.14036029394,BL04,O20
404,74232.69957464548,BL04,O21
405,427102.72849845246,BL04,OO50
406,361119.0908056011,BL04,OO51
407,460784.26927893196,BL04,OO52
408,345062.8759156131,BL04,OO53
409,350714.39434578223,BL04,OO54
410,412820.73494936136,BL04,R02
411,2391537.686915452,BL04,R03
412,728576.0178664331,BL04,R04
413,717418.8831643518,BL04,R06
414,873246.8451950662,BL04,R09
415,1514772.5307577946,BL04,R12
416,1431067.778329052,BL04,R14
417,1767898.8565446336,BL04,R15
418,1524440.5035126184,BL04,R16
419,1106208.1799604895,BL04,R17
420,365446.44560691336,BL04,R18
421,1207732.9789026617,BL04,R19
422,193887.9061618424,BL04,R20
423,260489.32895171482,BL04,R21
424,509615.6708007666,BL04,R22
425,371504.0128363541,BL04,R22A
426,104759.41546343203,BL04,R23
427,102721.1438146271,BL04,R24
428,410965.41173445905,BL04,R25
429,233644.18477222483,BL04,R26
430,236972.76447436961,BL04,R27
431,2384988.310899169,BL04,R28
432,2074844.9900418657,BL05,BL01
433,3129746.681145617,BL05,BL02
434,1823606.014295403,BL05,BL03
435,4163207.5242868797,BL05,BL04
436,873636.7515263592,BL05,BL05
437,5815566.116534274,BL05,BL06
438,15642480.890764892,BL05,BL07
439,9283270.060784433,BL05,BL08
440,4845265.517108998,BL05,BL09
441,4644797.765881014,BL05,BL10
442,10184110.20115616,BL05,BL11
443,11350501.942241905,BL05,BL12
444,2733151.1989578046,BL05,BL13
445,3292608.1838858887,BL05,BL14
446,5337675.702111002,BL05,BL15
447,4699038.6025832,BL05,BL16
448,2584533.874421038,BL05,BL17
449,7257956.41239978,BL05,BL18
450,1485285.1958246508,BL05,BL19
451,1100849.5218120937,BL05,BL20
452,1012042.340957625,BL05,BL21
453,798841.9803398715,BL05,BL22
454,1640962.088169504,BL05,BL23
455,747997.4734066714,BL05,BR01
456,160901.55297493012,BL05,BR02
457,92082.1321908106,BL05,BR03
458,514487.66943909397,BL05,BR04
459,100106.85171117778,BL05,BR05
460,211278.71007850798,BL05,BR06
461,592680.9038678447,BL05,BR07
462,793719.3755526394,BL05,BR08
463,1017132.0555082328,BL05,BR09
464,2076128.7791145574,BL05,BR11
465,828124.6574597401,BL05,BR12
466,442437.11251070985,BL05,BR13
467,397578.6850736424,BL05,BR14
468,793015.1009945467,BL05,BR15
469,639228.9596940286,BL05,BR16
470,530288.2700034586,BL05,BR17
471,191631.69913307732,BL05,BR18
472,323575.814239159,BL05,BR19
473,164941.33017154047,BL05,BR20
474,214974.76854083134,BL05,BR21
475,297439.49328006245,BL05,BR22
476,125320.13749397465,BL05,BR23
477,656972.2201298442,BL05,G01
478,397885.13387756806,BL05,G02
479,575054.3242364163,BL05,G03
480,120479.73133413988,BL05,G03A
481,825850.6917890032,BL05,G04
482,771389.3230778016,BL05,G05
483,393453.56715077837,BL05,G06
484,2238981.800665125,BL05,G07
485,1240040.6913408414,BL05,G08
486,1651042.0877007379,BL05,G09
487,1889947.7257075175,BL05,G10
488,504123.6875500264,BL05,G11
489,900860.256605243,BL05,G13
490,2888105.846255851,BL05,G14
491,1821865.6143480933,BL05,G15
492,2038675.7519531138,BL05,G17
493,1436193.8193417066,BL05,G18
494,760241.5485553113,BL05,G19
495,644498.8613023331,BL05,O01
496,462668.453840139,BL05,O02
497,741033.3947489427,BL05,O03
498,1238020.3678913056,BL05,O04
499,980759.9347152377,BL05,O06
500,1635588.296624692,BL05,O09
501,731148.4915461384,BL05,O10
502,823516.3594030679,BL05,O11
503,322971.7813166071,BL05,O12
504,333648.8348530579,BL05,O13
505,203791.7566454818,BL05,O14
506,133500.06167530816,BL05,O15
507,58816.1877018392,BL05,O16
508,60895.084048972436,BL05,O17
509,95023.63777786113,BL05,O18
510,69426.24087241873,BL05,O19
511,66968.21161267477,BL05,O20
512,65304.391920100614,BL05,O21
513,374071.26256468496,BL05,OO50
514,374126.04678045545,BL05,OO51
515,424260.7391447268,BL05,OO52
516,343854.8574098293,BL05,OO53
517,309345.4431648014,BL05,OO54
518,423575.29114242346,BL05,R02
519,2015777.546399401,BL05,R03
520,712119.1633021687,BL05,R04
521,660243.4895555007,BL05,R06
522,826668.7363947474,BL05,R09
523,1334947.6471786327,BL05,R12
524,1252418.235239024,BL05,R14
525,1542424.2040588805,BL05,R15
526,1361392.436847742,BL05,R16
527,929184.7670314246,BL05,R17
528,355093.0832921666,BL05,R18
529,1178088.1557714378,BL05,R19
530,184581.19408917477,BL05,R20
531,223601.22820712978,BL05,R21
532,495769.258717691,BL05,R22
533,364243.50541705557,BL05,R22A
534,113039.49924068742,BL05,R23
535,100332.61602518434,BL05,R24
536,316821.7241248944,BL05,R25
537,219291.99222716785,BL05,R26
538,184714.87072664764,BL05,R27
539,1863219.3982784285,BL05,R28
540,5039686.945305967,BL06,BL01
541,5851922.308166896,BL06,BL02
542,4623568.352327083,BL06,BL03
543,11266655.21348169,BL06,BL04
544,5983702.738699414,BL06,BL05
545,2168752.9291804843,BL06,BL06
546,21029697.38731555,BL06,BL07
547,14607814.926711213,BL06,BL08
548,9332763.749197783,BL06,BL09
549,8152444.465893513,BL06,BL10
550,20404964.80889023,BL06,BL11
551,21420849.156258635,BL06,BL12
552,4198751.730691484,BL06,BL13
553,6027854.797117206,BL06,BL14
554,8991166.768362986,BL06,BL15
555,7325583.831245807,BL06,BL16
556,4146927.676840166,BL06,BL17
557,11728993.610612066,BL06,BL18
558,2356303.467508206,BL06,BL19
559,2063225.827183257,BL06,BL20
560,1756037.5034510142,BL06,BL21
561,1374600.960088444,BL06,BL22
562,2979103.8703690674,BL06,BL23
563,1372267.5126874212,BL06,BR01
564,283609.4882997662,BL06,BR02
565,143276.8086158323,BL06,BR03
566,819524.8962017603,BL06,BR04
567,185637.28388283637,BL06,BR05
568,361241.2510027668,BL06,BR06
569,1016651.733118066,BL06,BR07
570,1220109.6444373874,BL06,BR08
571,1555689.3789284895,BL06,BR09
572,3377122.5899749757,BL06,BR11
573,1388813.9985370536,BL06,BR12
574,618217.0011191665,BL06,BR13
575,709438.789628598,BL06,BR14
576,1315063.9849494798,BL06,BR15
577,968373.7197894898,BL06,BR16
578,900923.4372812643,BL06,BR17
579,342152.5660074359,BL06,BR18
580,593948.4623766566,BL06,BR19
581,286436.2958374562,BL06,BR20
582,398720.11466234614,BL06,BR21
583,596738.3461554974,BL06,BR22
584,172872.3790823751,BL06,BR23
585,1091670.4098915996,BL06,G01
586,678833.7641815081,BL06,G02
587,932131.8582641443,BL06,G03
588,167332.66277763303,BL06,G03A
589,1196946.0456394348,BL06,G04
590,1351352.3539856104,BL06,G05
591,783680.8294809277,BL06,G06
592,3871929.5333812684,BL06,G07
593,2228342.8424293203,BL06,G08
594,2780879.3282548278,BL06,G09
595,3321080.542598653,BL06,G10
596,706078.679940129,BL06,G11
597,1581636.1930160488,BL06,G13
598,5218843.727298872,BL06,G14
599,3335517.6816427493,BL06,G15
600,3420295.9853068986,BL06,G17
601,2604487.042287292,BL06,G18
602,1556183.6596246846,BL06,G19
603,1396468.2248469004,BL06,O01
604,975676.8911218338,BL06,O02
605,1534365.8030721878,BL06,O03
606,2434898.777501662,BL06,O04
607,1980169.7541092315,BL06,O06
608,2724898.58733619,BL06,O09
609,1446899.0482277754,BL06,O10
610,1626964.5528015688,BL06,O11
611,639039.0601947978,BL06,O12
612,635303.1953265455,BL06,O13
613,398443.363628335,BL06,O14
614,206597.4223952724,BL06,O15
615,90754.20988774551,BL06,O16
616,91877.53107375182,BL06,O17
617,208206.2675940913,BL06,O18
618,173165.49118705562,BL06,O19
619,171407.03127619252,BL06,O20
620,173143.30163322843,BL06,O21
621,754199.8516436782,BL06,OO50
622,678863.4720042675,BL06,OO51
623,811942.496749257,BL06,OO52
624,739918.5330780871,BL06,OO53
625,731359.946506607,BL06,OO54
626,780378.707429153,BL06,R02
627,3706920.865280222,BL06,R03
628,1339744.6784409,BL06,R04
629,1152010.8018730832,BL06,R06
630,1278723.9155708614,BL06,R09
631,2435749.735115715,BL06,R12
632,2466359.4923280366,BL06,R14
633,3246935.4808058287,BL06,R15
634,2871674.6566686407,BL06,R16
635,1810250.9845224745,BL06,R17
636,755960.9073779661,BL06,R18
637,2231280.0490386975,BL06,R19
638,385060.7435657711,BL06,R20
639,455948.69664670475,BL06,R21
640,1026581.8859497447,BL06,R22
641,638401.7063158153,BL06,R22A
642,193210.72948530116,BL06,R23
643,182286.07027616558,BL06,R24
644,676268.3495531899,BL06,R25
645,423513.70633066894,BL06,R26
646,381009.8486436412,BL06,R27
647,3940166.476712322,BL06,R28
648,9163886.044891333,BL07,BL01
649,11544708.394337593,BL07,BL02
650,8093986.746931005,BL07,BL03
651,25682116.17667823,BL07,BL04
652,14632688.44614061,BL07,BL05
653,22067493.07939196,BL07,BL06
654,2907973.5971761225,BL07,BL07
655,32396706.828538273,BL07,BL08
656,23469013.450667188,BL07,BL09
657,11201315.843430653,BL07,BL10
658,27355416.109670434,BL07,BL11
659,25001826.54274188,BL07,BL12
660,4442923.482089115,BL07,BL13
661,7857784.521543106,BL07,BL14
662,11567315.221386056,BL07,BL15
663,9308293.114775801,BL07,BL16
664,5856988.271238706,BL07,BL17
665,17681396.907678977,BL07,BL18
666,3254748.7216562997,BL07,BL19
667,2446238.9188467553,BL07,BL20
668,2089219.2740832048,BL07,BL21
669,1390302.0659354634,BL07,BL22
670,3724800.194994521,BL07,BL23
671,2381281.2666745265,BL07,BR01
672,444816.28724313894,BL07,BR02
673,218988.22472627275,BL07,BR03
674,1297257.6496982684,BL07,BR04
675,292898.5567620943,BL07,BR05
676,540101.3056139598,BL07,BR06
677,1452342.5431576741,BL07,BR07
678,1644989.8250798082,BL07,BR08
679,1724509.2368960215,BL07,BR09
680,4112531.9135461473,BL07,BR11
681,1790775.3673321032,BL07,BR12
682,990025.3900180748,BL07,BR13
683,1024912.29378221,BL07,BR14
684,1831959.1042643355,BL07,BR15
685,1325613.1975987724,BL07,BR16
686,1161535.8424005613,BL07,BR17
687,489383.0005269903,BL07,BR18
688,887908.5405394076,BL07,BR19
689,427529.70769968093,BL07,BR20
690,549674.4187505114,BL07,BR21
691,797927.2123311616,BL07,BR22
692,216163.5245302648,BL07,BR23
693,1925507.5081393223,BL07,G01
694,1308296.1898837972,BL07,G02
695,1666747.2640019965,BL07,G03
696,316519.5202318636,BL07,G03A
697,2111207.9695405825,BL07,G04
698,2227272.1656279117,BL07,G05
699,1218409.6333870601,BL07,G06
700,5776481.487372969,BL07,G07
701,3001155.5803283616,BL07,G08
702,3401010.252206875,BL07,G09
703,3840130.82025962,BL07,G10
704,968483.6404109653,BL07,G11
705,2040642.2181253133,BL07,G13
706,5516982.766488523,BL07,G14
707,3726096.9683423867,BL07,G15
708,4064162.0328168613,BL07,G17
709,3067893.5451211426,BL07,G18
710,1467835.549283962,BL07,G19
711,2601722.797747849,BL07,O01
712,1810191.484119659,BL07,O02
713,2921027.3283309974,BL07,O03
714,4019196.031005391,BL07,O04
715,2115210.2717328533,BL07,O06
716,3487707.73482216,BL07,O09
717,1647088.3069235096,BL07,O10
718,1953031.9226714945,BL07,O11
719,815231.3021281625,BL07,O12
720,1014265.8179862169,BL07,O13
721,686900.389868894,BL07,O14
722,386739.69107399625,BL07,O15
723,155615.66659614566,BL07,O16
724,163782.8931846313,BL07,O17
725,409169.0599385359,BL07,O18
726,372965.9562646097,BL07,O19
727,374442.6334710292,BL07,O20
728,378348.4600800596,BL07,O21
729,1288680.904866964,BL07,OO50
730,1365188.3684245145,BL07,OO51
731,1477029.3391871322,BL07,OO52
732,1432350.9809745094,BL07,OO53
733,1383615.7530093035,BL07,OO54
734,1044754.881748742,BL07,R02
735,5203885.564871203,BL07,R03
736,1657305.5860047163,BL07,R04
737,1418320.2669369078,BL07,R06
738,1106506.8177548482,BL07,R09
739,2558013.9935185863,BL07,R12
740,3000074.504501561,BL07,R14
741,4575293.730017418,BL07,R15
742,3535001.3783021946,BL07,R16
743,2264869.4708335768,BL07,R17
744,836776.3032214696,BL07,R18
745,2681189.15120424,BL07,R19
746,463448.3792471328,BL07,R20
747,588968.4901600048,BL07,R21
748,1373649.0474497043,BL07,R22
749,910292.9999582488,BL07,R22A
750,230505.84910115466,BL07,R23
751,178333.9366313155,BL07,R24
752,881752.5237690468,BL07,R25
753,523558.93378438364,BL07,R26
754,521484.52406680386,BL07,R27
755,5706912.844475158,BL07,R28
756,3185491.610000012,BL08,BL01
757,6445197.357594582,BL08,BL02
758,3037396.5447036615,BL08,BL03
759,8147222.9241812825,BL08,BL04
760,9441134.148600621,BL08,BL05
761,14882244.44821679,BL08,BL06
762,34302195.82127427,BL08,BL07
763,1805721.6448375832,BL08,BL08
764,12871557.95928515,BL08,BL09
765,13344257.758040616,BL08,BL10
766,21371903.09194795,BL08,BL11
767,24776282.601671856,BL08,BL12
768,5259629.3372835405,BL08,BL13
769,6519477.757220405,BL08,BL14
770,12400923.04890982,BL08,BL15
771,10161617.085370854,BL08,BL16
772,5529834.75777834,BL08,BL17
773,16098541.008873632,BL08,BL18
774,3229436.830249937,BL08,BL19
775,2822083.919860067,BL08,BL20
776,2254339.371572551,BL08,BL21
777,2033422.346358561,BL08,BL22
778,3883459.5029208153,BL08,BL23
779,1360798.5374209667,BL08,BR01
780,324514.529619628,BL08,BR02
781,162787.84493709033,BL08,BR03
782,853064.1595737439,BL08,BR04
783,199712.8736374028,BL08,BR05
784,494431.8020846606,BL08,BR06
785,1222970.8622369007,BL08,BR07
786,1465979.773627283,BL08,BR08
787,1938349.8581128593,BL08,BR09
788,4254659.528015,BL08,BR11
789,1483564.4708419235,BL08,BR12
